Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current dataset	Border_grain
2029	Aragonite	5.7344	2.7021	4	47.66	236.30	3.1618	1.3692	118.03	2.02	3.11	74.99	8.50	40.05	True	no
2030	Aragonite	1.8432	1.5319	3	120.28	234.00	1.6104	1.1051	68.827	1.08	2.09	19.07	22.89	109.53	True	no
2031	Aragonite	3.9936	2.255	4	137.79	237.97	3.7677	2.7917	76.036	1.63	3.66	74.09	59.28	9.06	True	no
2032	Aragonite	2.1504	1.6547	5	184.76	233.71	1.7233	1.0846	114.48	1.08	1.90	83.60	132.31	158.17	True	no
2033	Aragonite	1.6384	1.4443	3	213.94	234.88	2.0595	2.0332	103.54	0.79	1.91	143.36	110.41	169.51	True	no
2034	Aragonite	1.024	1.1418	3	218.30	233.70	1.2868	1.27	135	0.16	0.78	41.64	94.23	43.93	True	no
2035	Aragonite	3.1744	2.0104	4	228.45	234.19	2.8571	2.0197	160.24	0.85	1.93	111.28	10.54	33.19	True	no
2036	Aragonite	1.9456	1.5739	3	326.84	234.42	1.7251	1.2014	129.35	0.73	2.08	64.39	112.55	167.55	True	no
2037	Aragonite	1.3312	1.3019	3	331.38	233.62	1.4105	1.1737	45	0.26	0.60	129.69	153.84	38.46	True	no
2038	Aragonite	2.1504	1.6547	3	388.57	234.38	1.8052	1.1901	101.18	0.58	1.09	173.11	66.41	118.11	True	no
2039	Aragonite	2.6624	1.8412	5	403.46	234.54	2.0194	1.203	97.122	0.67	1.75	136.81	107.51	95.82	True	no
2040	Aragonite	11.571	3.8383	7	436.57	240.01	5.3108	1.9144	100.7	1.19	2.77	13.91	85.06	62.64	True	no
2041	Aragonite	6.5536	2.8887	7	478.73	241.00	6.5278	5.1068	97.807	1.40	4.03	94.56	62.71	10.65	True	no
2042	Aragonite	98.304	11.188	13	538.79	249.08	11.958	2.285	130.98	2.83	6.79	146.82	133.94	176.04	True	edge
2043	Aragonite	7.9872	3.189	7	163.40	236.67	4.4981	1.9896	11.205	0.99	2.88	31.66	95.27	173.57	True	no
2044	Aragonite	1.1264	1.1976	4	221.73	234.36	1.9946	2.7739	40.269	0.92	1.59	10.58	97.95	10.47	True	no
2045	Aragonite	2.3552	1.7317	5	258.30	235.13	2.7683	2.5556	159.53	1.14	2.08	144.37	73.47	9.14	True	no
2046	Aragonite	2.048	1.6148	3	338.15	235.15	2.2861	2.0042	21.212	0.48	1.17	5.55	91.42	163.41	True	no
2047	Aragonite	1.2288	1.2508	3	358.92	234.92	1.7997	2.0702	72.007	0.74	0.85	134.45	35.17	140.38	True	no
2048	Aragonite	1.2288	1.2508	3	415.25	235.17	1.7681	1.9981	58.155	0.80	1.22	80.91	101.82	28.88	True	no
2049	Aragonite	7.3728	3.0639	6	442.85	239.78	5.2618	2.9493	97.489	1.13	2.59	73.36	110.65	72.80	True	no
2050	Aragonite	2.9696	1.9445	4	484.17	236.28	2.5936	1.7792	75.521	0.89	2.02	71.40	80.58	6.19	True	no
2051	Aragonite	10.035	3.5745	6	487.17	242.44	4.8627	1.8506	78.948	0.96	2.14	57.82	18.20	16.90	True	no
2052	Aragonite	2.1504	1.6547	3	546.29	235.43	2.1455	1.6812	134.37	0.69	2.07	50.60	74.51	124.24	True	no
2053	Aragonite	2.4576	1.7689	5	55.79	237.33	2.199	1.5454	105.53	0.56	1.25	72.43	8.64	46.38	True	no
2054	Aragonite	3.7888	2.1964	5	83.38	237.41	2.7544	1.5727	71.963	1.17	2.87	4.34	28.36	91.54	True	no
2055	Aragonite	3.8912	2.2259	4	90.47	236.79	2.4519	1.2134	156.43	1.25	2.35	124.15	91.75	46.15	True	no
2056	Aragonite	1.8432	1.5319	3	110.22	235.94	1.7681	1.3321	8.5021	0.69	1.30	110.82	47.05	32.46	True	no
2057	Aragonite	6.144	2.7969	7	181.75	238.13	4.9255	3.1013	145.26	0.78	2.10	91.78	121.04	105.89	True	no
2058	Aragonite	1.8432	1.5319	4	187.17	237.72	2.4419	2.5409	88.83	0.55	1.31	17.47	117.36	66.44	True	no
2059	Aragonite	3.584	2.1362	4	267.03	237.69	4.1618	3.7957	147.76	0.94	2.05	147.46	73.12	6.15	True	no
2060	Aragonite	1.2288	1.2508	1	290.92	235.25	2.2318	3.1837	1.1108	0.50	0.96	155.50	123.70	179.47	True	no
2061	Aragonite	3.9936	2.255	7	361.82	237.85	2.5862	1.3154	89.135	0.82	1.49	58.64	92.75	116.21	True	no
2062	Aragonite	3.1744	2.0104	5	367.71	237.45	2.5398	1.5959	131.85	0.49	1.50	81.67	131.91	120.39	True	no
2063	Aragonite	1.3312	1.3019	3	497.31	235.46	1.4516	1.2432	168.69	0.66	1.17	53.85	90.66	90.71	True	no
2064	Aragonite	2.8672	1.9107	5	513.29	238.50	2.6931	1.9867	98.188	0.91	1.40	131.35	76.26	39.50	True	no
2065	Aragonite	1.1264	1.1976	4	516.91	236.00	1.3912	1.3495	147.93	0.65	0.95	159.03	127.50	126.59	True	no
2066	Aragonite	3.7888	2.1964	4	38.62	237.70	2.6357	1.44	172.33	0.79	1.40	36.05	25.23	107.65	True	no
2067	Aragonite	2.3552	1.7317	4	105.48	237.65	2.2154	1.6367	39.561	0.91	2.11	98.60	112.21	55.41	True	no
2068	Aragonite	6.7584	2.9334	6	177.36	241.98	4.6806	2.546	114.52	0.93	1.86	18.39	114.87	65.86	True	no
2069	Aragonite	3.8912	2.2259	6	191.21	239.05	2.7944	1.5761	81.858	0.68	1.42	142.07	97.50	125.12	True	no
2070	Aragonite	1.4336	1.351	5	196.79	236.71	1.6011	1.4044	144.4	0.74	1.32	9.70	40.65	54.66	True	no
2071	Aragonite	1.6384	1.4443	3	253.69	237.50	1.6853	1.3615	141.45	0.73	1.51	91.31	16.07	88.80	True	no
2072	Aragonite	4.1984	2.312	4	340.66	239.15	2.5989	1.2635	26.379	1.09	2.66	128.73	72.39	112.89	True	no
2073	Aragonite	1.024	1.1418	2	346.90	237.00	1.9127	2.8059	109.24	0.69	1.04	126.72	68.12	113.26	True	no
2074	Aragonite	2.048	1.6148	3	398.95	237.00	1.9381	1.4404	20.088	0.61	1.43	129.17	122.23	54.71	True	no
2075	Aragonite	2.1504	1.6547	5	422.95	237.95	2.0925	1.5991	101.92	0.73	1.52	126.38	87.08	62.09	True	no
2076	Aragonite	9.1136	3.4064	7	460.37	242.35	6.3385	3.4624	118.18	0.90	2.53	172.88	88.17	102.47	True	no
2077	Aragonite	1.7408	1.4888	3	509.41	237.24	1.7799	1.4294	49.826	0.61	1.07	40.66	163.14	157.80	True	no
2078	Aragonite	1.2288	1.2508	2	21.92	237.33	1.3925	1.2393	124.72	0.61	1.11	162.05	104.99	29.72	True	no
2079	Aragonite	1.6384	1.4443	2	69.06	239.19	2.2937	2.5219	99.516	0.93	1.75	63.25	41.18	66.45	True	no
2080	Aragonite	1.024	1.1418	4	217.20	237.50	1.3362	1.3693	90	0.71	1.65	88.72	20.54	89.06	True	no
2081	Aragonite	2.7648	1.8762	4	227.07	238.59	2.3975	1.6329	170.05	0.74	1.97	91.05	18.51	88.12	True	no
2082	Aragonite	22.528	5.3557	11	260.09	246.52	6.0523	1.2771	83.668	2.22	4.16	4.34	63.40	162.88	True	no
2083	Aragonite	1.6384	1.4443	2	446.69	237.94	1.7261	1.4282	96.142	0.88	1.28	54.86	104.16	85.22	True	no
2084	Aragonite	4.5056	2.3951	6	501.11	239.34	2.4489	1.0454	56.068	1.09	2.25	17.13	57.82	67.76	True	no
2085	Aragonite	1.6384	1.4443	3	11.81	238.31	1.6556	1.314	175.16	0.90	1.19	172.65	136.14	42.75	True	no
2086	Aragonite	4.3008	2.3401	4	21.71	241.45	3.111	1.7674	126.12	1.12	1.87	46.82	30.22	105.57	True	no
2087	Aragonite	1.024	1.1418	3	34.60	239.40	1.6625	2.1198	122.78	0.29	0.95	129.76	45.44	29.02	True	no
2088	Aragonite	1.6384	1.4443	4	112.44	238.69	2.4601	2.9012	24.811	0.82	2.54	140.63	103.93	23.59	True	no
2089	Aragonite	2.6624	1.8412	4	153.31	239.73	2.1913	1.4165	70.205	1.58	2.85	178.91	84.27	15.37	True	no
2090	Aragonite	1.1264	1.1976	3	171.45	238.27	1.7119	2.0433	17.412	0.21	0.41	43.93	32.61	167.43	True	no
2091	Aragonite	5.2224	2.5786	4	220.12	242.84	3.334	1.6717	96.516	0.67	1.69	90.34	18.99	84.83	True	no
2092	Aragonite	2.3552	1.7317	3	349.43	240.17	2.6825	2.3997	42.553	0.38	1.18	63.40	59.12	85.18	True	no
2093	Aragonite	1.536	1.3985	5	371.67	239.73	1.9397	1.9239	78.69	0.75	1.20	36.35	20.40	144.10	True	no
2094	Aragonite	1.536	1.3985	2	429.33	238.67	1.5374	1.2086	165.47	0.40	1.05	58.98	92.02	62.28	True	no
2095	Aragonite	2.56	1.8054	5	452.84	240.32	2.285	1.6018	98.513	0.86	1.21	147.58	107.47	105.66	True	no
2096	Aragonite	6.8608	2.9556	7	28.70	242.97	3.7686	1.6258	56.909	1.94	3.46	35.90	26.77	105.46	True	no
2097	Aragonite	4.7104	2.449	4	87.87	242.09	2.7718	1.281	175.7	1.02	2.18	109.85	112.01	30.38	True	no
2098	Aragonite	1.024	1.1418	3	100.80	239.00	1.2842	1.2649	90	0.68	1.43	3.35	53.55	112.73	True	no
2099	Aragonite	1.536	1.3985	2	149.87	240.27	1.7066	1.4892	65.737	1.09	2.20	152.61	30.89	30.54	True	no
2100	Aragonite	3.3792	2.0743	5	195.91	243.09	3.0249	2.1267	127.27	1.57	3.92	17.94	116.57	65.91	True	no
2101	Aragonite	7.68	3.1271	4	239.47	242.33	3.6959	1.3969	146.15	1.01	2.81	94.19	16.10	84.56	True	no
2102	Aragonite	2.56	1.8054	3	375.64	240.32	2.0598	1.3016	40.326	0.54	1.02	91.47	45.96	129.75	True	no
2103	Aragonite	1.2288	1.2508	3	388.92	239.83	1.606	1.6485	99.417	0.88	1.49	172.38	139.30	84.28	True	no
2104	Aragonite	5.5296	2.6534	7	394.46	241.70	3.0134	1.2897	8.4646	0.81	1.87	110.87	103.76	123.81	True	no
2105	Aragonite	1.2288	1.2508	4	400.75	240.08	1.5715	1.5785	62.53	0.72	1.07	160.10	95.63	94.71	True	no
2106	Aragonite	1.9456	1.5739	3	420.11	240.11	2.1269	1.8261	136.45	0.62	1.60	172.36	135.65	103.91	True	no
2107	Aragonite	3.1744	2.0104	8	427.94	241.55	2.6587	1.7489	166.26	0.63	1.42	148.94	130.24	156.82	True	no
2108	Aragonite	2.3552	1.7317	4	518.57	240.13	2.0524	1.4046	110.96	0.57	1.13	171.49	113.70	44.55	True	no
2109	Aragonite	2.8672	1.9107	3	547.46	240.21	2.1158	1.2263	146.38	0.78	1.59	119.19	53.47	88.63	True	no
2110	Aragonite	3.1744	2.0104	3	15.68	242.94	2.7658	1.8926	127.89	0.95	2.10	101.40	36.45	43.69	True	no
2111	Aragonite	2.56	1.8054	4	80.64	243.24	3.205	3.1515	105.45	1.47	2.89	3.58	22.36	88.89	True	no
2112	Aragonite	4.1984	2.312	4	115.59	242.80	3.0402	1.7291	136.92	1.71	3.09	42.63	44.39	33.29	True	no
2113	Aragonite	2.2528	1.6936	4	142.86	241.73	2.2194	1.7172	89.095	0.74	1.57	80.87	122.04	8.57	True	no
2114	Aragonite	1.7408	1.4888	2	202.35	240.82	1.7936	1.4515	42.743	0.52	1.03	31.85	52.72	41.40	True	no
2115	Aragonite	5.0176	2.5276	4	281.14	243.98	3.6466	2.0815	56.767	1.20	2.33	9.36	65.53	59.06	True	no
2116	Aragonite	1.1264	1.1976	3	334.36	240.64	1.3982	1.3631	115.41	0.71	1.20	157.30	108.49	125.03	True	no
2117	Aragonite	2.8672	1.9107	3	356.71	241.93	2.427	1.6135	38.316	0.56	1.96	17.82	69.06	54.70	True	no
2118	Aragonite	26.726	5.8334	15	516.09	248.77	7.4367	1.6252	2.0367	2.33	4.68	61.11	38.26	79.52	True	no
2119	Aragonite	3.9936	2.255	6	53.13	244.56	3.4712	2.3696	118.84	1.06	2.78	65.55	9.12	50.04	True	no
2120	Aragonite	1.4336	1.351	3	57.07	241.21	1.739	1.6568	175.87	0.82	2.39	121.77	122.81	7.87	True	no
2121	Aragonite	15.36	4.4223	11	75.74	255.93	11.244	6.4645	121.92	3.02	5.99	148.02	130.14	39.57	True	no
2122	Aragonite	2.6624	1.8412	4	133.62	245.04	2.6122	2.0129	76.975	1.01	2.57	143.30	170.18	66.58	True	no
2123	Aragonite	2.56	1.8054	3	161.20	242.36	2.5459	1.9886	28.93	0.46	1.02	177.16	83.76	14.16	True	no
2124	Aragonite	4.608	2.4222	6	170.84	243.31	2.7007	1.2432	78.485	0.96	1.70	124.80	21.53	156.26	True	no
2125	Aragonite	8.6016	3.3094	5	319.37	245.71	3.8451	1.35	87.166	1.05	2.47	122.07	55.85	27.22	True	no
2126	Aragonite	5.4272	2.6287	5	332.75	244.13	4.3679	2.7609	139.75	1.58	2.54	65.88	24.43	36.54	True	no
2127	Aragonite	1.024	1.1418	3	365.50	241.00	1.4591	1.633	26.565	0.96	1.74	37.43	20.91	141.64	True	no
2128	Aragonite	1.2288	1.2508	4	384.08	241.75	1.6824	1.8091	43.769	0.59	1.01	83.83	59.89	36.74	True	no
2129	Aragonite	1.1264	1.1976	2	409.55	242.27	2.1631	3.2626	93.058	0.85	1.67	55.22	60.71	91.19	True	no
2130	Aragonite	1.2288	1.2508	3	480.92	242.42	2.0463	2.6763	78.817	0.60	0.85	0.27	8.51	100.14	True	no
2131	Aragonite	1.2288	1.2508	3	506.08	242.17	1.606	1.6485	99.417	0.64	1.09	162.97	115.91	46.35	True	no
2132	Aragonite	2.8672	1.9107	4	41.11	244.14	2.3544	1.5184	98.404	0.79	2.14	163.81	104.05	26.03	True	no
2133	Aragonite	2.1504	1.6547	4	105.86	242.14	2.5059	2.2934	2.101	0.76	1.37	48.41	71.76	52.00	True	no
2134	Aragonite	4.1984	2.312	6	112.39	246.15	2.7973	1.4638	131.33	0.96	1.88	112.59	100.46	26.36	True	no
2135	Aragonite	1.7408	1.4888	3	165.12	244.12	1.8119	1.4811	41.489	0.66	0.99	152.30	30.71	28.99	True	no
2136	Aragonite	14.131	4.2417	7	229.62	247.41	4.8132	1.2876	17.304	2.09	4.76	4.41	63.21	160.42	True	no
2137	Aragonite	3.1744	2.0104	5	246.23	245.87	2.9427	2.1425	108.68	1.02	1.93	4.51	63.14	163.73	True	no
2138	Aragonite	6.2464	2.8201	7	273.30	244.75	3.1579	1.2539	178.87	1.10	2.63	61.09	103.85	55.38	True	no
2139	Aragonite	1.536	1.3985	2	311.33	242.93	1.76	1.584	140.06	0.66	1.09	47.07	22.76	90.53	True	no
2140	Aragonite	1.4336	1.351	4	403.07	243.21	1.9833	2.155	106.17	0.96	3.25	169.47	102.09	62.91	True	no
2141	Aragonite	1.9456	1.5739	2	406.42	244.53	2.3703	2.2679	119.13	0.80	2.07	55.29	60.17	90.22	True	no
2142	Aragonite	1.536	1.3985	3	414.87	242.47	1.5202	1.1817	144.41	0.45	1.79	94.14	108.89	65.16	True	no
2143	Aragonite	1.4336	1.351	4	456.71	243.29	1.6798	1.5458	98.51	0.78	2.02	56.80	102.13	84.70	True	no
2144	Aragonite	4.7104	2.449	4	497.76	244.96	2.9951	1.4957	136.86	0.91	1.82	139.39	26.65	25.68	True	no
2145	Aragonite	2.2528	1.6936	2	525.59	242.68	1.9626	1.3428	174.63	0.76	1.74	64.80	40.62	81.36	True	no
2146	Aragonite	3.3792	2.0743	6	35.73	245.39	2.8221	1.8511	118.17	1.16	2.79	40.61	27.07	102.85	True	no
2147	Aragonite	2.4576	1.7689	2	64.21	244.96	2.2373	1.5997	109.54	0.78	1.45	64.91	39.08	60.33	True	no
2148	Aragonite	1.4336	1.351	3	129.00	244.79	1.9399	2.0616	99.844	0.88	1.61	67.63	60.82	14.44	True	no
2149	Aragonite	1.2288	1.2508	3	140.08	244.08	1.7997	2.0702	72.007	0.23	0.85	15.88	165.30	129.68	True	no
2150	Aragonite	4.4032	2.3678	5	187.67	245.40	3.4752	2.1541	147.25	0.95	2.27	18.72	114.95	65.24	True	no
2151	Aragonite	1.3312	1.3019	3	250.69	244.31	1.5113	1.3476	96.914	0.73	1.37	92.65	13.89	84.72	True	no
2152	Aragonite	1.2288	1.2508	2	314.83	244.42	1.6912	1.8281	63.435	0.66	1.21	148.61	114.10	24.76	True	no
2153	Aragonite	1.3312	1.3019	4	337.62	243.85	1.619	1.5464	91.048	0.65	1.03	178.53	100.81	102.89	True	no
2154	Aragonite	2.56	1.8054	3	350.60	245.16	2.7208	2.2712	44.811	0.84	1.36	159.08	70.93	60.79	True	no
2155	Aragonite	4.9152	2.5016	4	361.35	246.13	3.4249	1.8743	141.86	0.86	2.14	69.98	108.38	52.82	True	no
2156	Aragonite	4.3008	2.3401	7	21.14	248.31	3.0646	1.7151	122.38	0.77	1.89	165.38	138.44	35.60	True	no
2157	Aragonite	2.3552	1.7317	5	57.26	248.30	3.8052	4.8285	98.983	1.71	2.26	120.26	121.44	7.98	True	no
2158	Aragonite	2.8672	1.9107	3	98.25	246.36	2.3555	1.5198	124.7	1.03	1.79	176.97	132.34	60.92	True	no
2159	Aragonite	1.3312	1.3019	3	155.62	244.15	1.827	1.9693	12.977	0.69	1.03	106.53	19.17	62.51	True	no
2160	Aragonite	1.8432	1.5319	4	181.78	246.33	2.6169	2.918	92.846	0.71	1.42	142.33	98.19	122.44	True	no
2161	Aragonite	5.9392	2.7499	4	254.26	249.36	4.2079	2.3414	55.02	1.56	3.41	164.22	55.42	18.64	True	no
2162	Aragonite	2.56	1.8054	5	341.56	245.28	1.823	1.0196	57.78	0.78	1.47	118.07	111.39	93.65	True	no
2163	Aragonite	1.3312	1.3019	5	345.77	244.69	1.8146	1.9428	121.28	0.54	1.16	17.59	118.37	99.05	True	no
2164	Aragonite	1.4336	1.351	2	366.00	244.86	1.5291	1.281	128.95	0.35	0.72	19.14	68.07	55.46	True	no
2165	Aragonite	2.2528	1.6936	3	369.77	247.68	2.5452	2.2585	81.124	0.85	1.45	66.80	95.12	139.93	True	no
2166	Aragonite	3.3792	2.0743	5	374.55	246.88	3.0556	2.1701	109.7	0.86	1.42	28.67	87.64	110.75	True	no
2167	Aragonite	3.9936	2.255	6	387.54	246.90	2.7644	1.5029	79.85	1.02	2.32	49.28	80.83	96.37	True	no
2168	Aragonite	2.56	1.8054	5	413.12	246.52	2.4337	1.8172	120.89	0.41	0.96	38.15	77.07	60.38	True	no
2169	Aragonite	2.8672	1.9107	5	420.14	245.50	2.7592	2.0855	51.685	0.46	0.99	113.94	70.36	144.78	True	no
2170	Aragonite	1.4336	1.351	3	47.36	245.14	1.5762	1.3611	172.43	0.77	1.68	105.46	26.82	49.50	True	no
2171	Aragonite	8.4992	3.2896	5	89.01	248.82	4.214	1.641	175.14	1.15	2.60	92.89	61.92	53.63	True	no
2172	Aragonite	1.8432	1.5319	4	106.83	245.33	1.8115	1.3982	17.296	0.63	1.26	19.82	121.85	47.27	True	no
2173	Aragonite	2.3552	1.7317	4	176.35	247.70	2.9398	2.8819	121.21	1.26	3.04	89.23	145.84	168.15	True	no
2174	Aragonite	4.1984	2.312	5	328.68	247.73	2.9768	1.6577	58.672	1.00	1.86	124.64	51.82	139.92	True	no
2175	Aragonite	3.7888	2.1964	5	379.65	248.08	3.2885	2.2417	79.416	0.90	1.69	95.07	63.50	86.40	True	no
2176	Aragonite	1.536	1.3985	4	383.60	246.60	1.7139	1.502	108.74	0.69	1.24	166.23	86.23	81.86	True	no
2177	Aragonite	1.7408	1.4888	4	399.35	245.29	1.8166	1.4888	5.4428	0.49	0.83	41.41	92.75	74.40	True	no
2178	Aragonite	1.1264	1.1976	4	416.82	246.27	1.5607	1.6984	87.536	0.60	0.90	112.65	108.34	136.07	True	no
2179	Aragonite	10.445	3.6467	7	423.25	251.33	5.0813	1.9415	49.705	0.93	2.02	56.97	61.72	25.99	True	no
2180	Aragonite	1.024	1.1418	3	428.90	244.80	1.5282	1.7912	20.621	0.10	0.48	113.41	139.68	120.27	True	no
2181	Aragonite	1.4336	1.351	5	432.00	245.64	1.7428	1.6641	28.945	0.99	1.67	98.16	107.53	51.56	True	no
2182	Aragonite	1.8432	1.5319	3	446.83	246.17	1.9222	1.5744	56.749	0.78	1.48	69.88	120.06	76.30	True	no
2183	Aragonite	1.9456	1.5739	5	454.05	246.42	1.96	1.5507	141.55	0.53	0.81	40.03	57.55	120.89	True	no
2184	Aragonite	1.3312	1.3019	3	472.08	245.85	1.5795	1.4719	51.662	0.52	0.94	54.33	17.87	11.75	True	no
2185	Aragonite	1.536	1.3985	4	504.60	246.07	1.6062	1.3191	80.538	0.89	1.44	156.03	65.57	18.13	True	no
2186	Aragonite	11.264	3.7871	7	48.15	250.62	5.1872	1.8761	167	1.81	5.38	108.45	22.35	42.68	True	no
2187	Aragonite	1.1264	1.1976	3	95.00	247.45	1.8411	2.3636	122.07	0.37	0.60	94.16	62.30	55.09	True	no
2188	Aragonite	6.4512	2.866	4	154.40	247.76	5.676	3.9223	172.9	0.81	2.21	6.51	48.07	158.13	True	no
2189	Aragonite	6.656	2.9111	6	194.08	250.71	3.6974	1.6131	81.554	0.92	2.30	91.22	132.24	50.59	True	no
2190	Aragonite	1.9456	1.5739	4	203.42	247.68	2.4325	2.3887	37.124	0.66	1.05	67.64	94.20	29.79	True	no
2191	Aragonite	1.024	1.1418	4	325.80	246.90	1.5282	1.7912	69.379	0.59	1.02	18.92	127.80	153.42	True	no
2192	Aragonite	3.4816	2.1054	6	393.65	248.03	2.2476	1.1396	55.782	0.75	2.02	179.22	81.51	81.48	True	no
2193	Aragonite	2.6624	1.8412	5	493.96	247.85	2.88	2.4469	146.16	0.76	2.39	2.76	55.11	75.68	True	no
2194	Aragonite	1.3312	1.3019	4	32.00	247.46	1.3652	1.0997	90	0.77	1.38	150.41	107.69	26.00	True	no
2195	Aragonite	4.608	2.4222	5	142.58	250.29	3.8983	2.5901	74.514	1.14	2.42	62.59	106.93	168.26	True	no
2196	Aragonite	2.3552	1.7317	4	168.26	248.39	2.6168	2.2835	160.97	0.79	1.36	160.36	75.16	17.02	True	no
2197	Aragonite	3.7888	2.1964	5	186.46	249.95	3.299	2.2561	134.92	1.22	2.81	130.31	21.03	146.87	True	no
2198	Aragonite	1.2288	1.2508	2	283.50	248.17	1.7754	2.0147	56.31	1.16	1.90	113.70	124.98	78.89	True	no
2199	Aragonite	1.2288	1.2508	4	400.25	247.67	2.7065	4.682	25.677	0.79	1.29	28.86	22.79	173.37	True	no
2200	Aragonite	5.9392	2.7499	7	460.88	252.93	4.3783	2.535	108.88	1.41	2.71	168.84	81.22	48.06	True	no
2201	Aragonite	1.6384	1.4443	3	467.19	247.69	1.805	1.5618	66.313	0.67	1.42	22.16	136.00	52.02	True	no
2202	Aragonite	7.68	3.1271	7	64.08	253.92	5.2293	2.7965	125.39	1.93	3.87	66.59	34.91	56.31	True	no
2203	Aragonite	3.2768	2.0426	5	103.44	250.06	2.2626	1.227	115.02	0.63	1.42	15.16	104.01	100.13	True	no
2204	Aragonite	5.4272	2.6287	6	109.47	251.85	2.9949	1.298	114.04	0.76	2.31	118.53	66.36	39.15	True	no
2205	Aragonite	2.9696	1.9445	5	137.76	250.00	2.3772	1.4947	61.297	1.25	2.67	65.46	106.40	173.27	True	no
2206	Aragonite	1.1264	1.1976	2	205.36	248.45	1.682	1.9727	41.203	0.46	0.63	93.11	129.62	47.55	True	no
2207	Aragonite	17.101	4.6662	7	212.74	254.19	5.0454	1.1691	12.016	1.08	3.44	33.35	82.53	145.48	True	no
2208	Aragonite	2.1504	1.6547	3	272.76	249.05	2.1252	1.6495	139.81	1.50	2.60	8.34	67.94	57.85	True	no
2209	Aragonite	1.2288	1.2508	3	344.92	248.83	1.606	1.6485	99.417	0.47	0.77	154.65	142.46	56.57	True	no
2210	Aragonite	1.536	1.3985	3	410.80	249.07	1.7915	1.6411	128.08	0.27	1.23	134.61	78.53	130.70	True	no
2211	Aragonite	1.024	1.1418	2	450.50	248.20	1.3362	1.3693	180	0.30	0.75	56.58	103.99	170.42	True	no
2212	Aragonite	4.8128	2.4754	7	469.57	251.77	3.0094	1.4779	55.173	0.63	1.27	103.94	140.59	118.05	True	no
2213	Aragonite	2.6624	1.8412	5	28.23	250.42	2.6771	2.1142	151.63	1.19	1.59	161.77	140.29	30.43	True	no
2214	Aragonite	4.3008	2.3401	5	117.83	251.71	2.8452	1.4783	39.781	0.72	1.69	28.48	130.98	114.92	True	no
2215	Aragonite	5.9392	2.7499	6	131.31	253.43	3.0266	1.2114	90.594	1.09	3.20	85.23	110.98	17.93	True	no
2216	Aragonite	16.896	4.6382	10	140.63	258.79	5.905	1.6208	29.971	1.49	3.46	59.34	105.34	168.05	True	no
2217	Aragonite	3.3792	2.0743	4	286.79	251.73	2.644	1.6247	116.4	0.78	2.02	26.68	12.34	149.84	True	no
2218	Aragonite	1.1264	1.1976	2	293.64	249.09	1.4255	1.4169	15.071	0.26	0.47	28.40	13.19	148.40	True	no
2219	Aragonite	1.536	1.3985	5	348.00	249.80	2.0746	2.2007	40.808	0.88	1.72	122.40	88.79	62.25	True	no
2220	Aragonite	2.3552	1.7317	4	432.57	249.70	2.3062	1.7735	171.61	1.12	2.02	99.91	54.23	17.92	True	no
2221	Aragonite	1.3312	1.3019	4	474.92	249.23	1.4862	1.3031	42.667	0.59	1.00	57.25	17.62	11.06	True	no
2222	Aragonite	2.4576	1.7689	6	501.54	249.96	1.9573	1.2243	18.023	0.57	1.20	161.64	88.19	11.23	True	no
2223	Aragonite	6.144	2.7969	7	36.45	254.93	3.4002	1.4779	158.03	1.20	2.72	32.93	21.99	105.19	True	no
2224	Aragonite	1.536	1.3985	2	36.53	251.60	2.2332	2.5501	123.84	1.08	2.02	148.51	108.46	24.20	True	no
2225	Aragonite	15.667	4.4663	5	159.03	253.35	7.8753	3.1091	2.476	1.38	3.62	163.11	73.20	17.35	True	no
2226	Aragonite	1.8432	1.5319	4	174.61	251.61	2.501	2.6653	113.24	1.13	1.96	97.92	135.35	173.96	True	no
2227	Aragonite	1.024	1.1418	4	243.60	250.30	1.3532	1.4046	33.836	0.87	1.52	128.23	124.00	84.92	True	no
2228	Aragonite	2.1504	1.6547	5	268.71	251.52	2.0153	1.4833	114.61	0.63	1.21	114.96	130.15	81.37	True	no
2229	Aragonite	1.1264	1.1976	4	322.27	250.64	1.9946	2.7739	40.269	0.67	0.92	175.70	52.59	3.83	True	no
2230	Aragonite	9.1136	3.4064	5	330.09	254.36	4.0719	1.4289	45.757	0.77	2.27	117.59	23.82	124.34	True	no
2231	Aragonite	1.4336	1.351	4	365.93	251.07	1.5437	1.3055	31.51	0.62	1.32	9.90	136.61	110.81	True	no
2232	Aragonite	1.3312	1.3019	4	382.46	250.85	1.5716	1.4572	64.198	0.40	1.39	101.72	81.39	89.00	True	no
2233	Aragonite	6.5536	2.8887	5	399.53	252.59	4.018	1.9348	3.3185	0.61	1.18	178.37	42.23	9.04	True	no
2234	Aragonite	6.144	2.7969	7	413.55	255.97	4.767	2.9048	56.11	1.05	2.00	64.19	128.05	12.06	True	no
2235	Aragonite	5.2224	2.5786	5	445.08	253.33	2.9972	1.351	80.357	1.31	2.33	22.55	45.26	149.61	True	no
2236	Aragonite	1.9456	1.5739	4	457.68	252.42	2.4108	2.3462	90.416	0.56	1.55	40.45	58.91	119.86	True	no
2237	Aragonite	1.1264	1.1976	3	477.64	250.55	1.286	1.1531	71.565	0.58	0.81	67.56	81.16	2.92	True	no
