Nr.,Phase,Area,d,l,Xcg,Ycg,Major,Aspect_ratio,Slope,GOS,MOS,Mean_E1,Mean_E2,Mean_E3,In_current_dataset,Border_grain,Log_Area,Log_Major,Minor,Log_Minor
4094,Aragonite,2.1141,1.6407,5,331.83,390.83,1.7879,1.1876,23.963,0.82,1.92,119.76,84.79,87.84,True,no,0.748629190018949,0.581041746775637,1.18244868281224,0.167587443243312
4095,Aragonite,3.9366,2.2388,8,393.93,392.33,2.3363,1.089,59.265,0.63,2.39,131.35,70.65,144.96,True,no,1.37031740659675,0.848568481377775,1.68497196421692,0.521748925218975
4096,Aragonite,1.0935,1.18,5,400.6,388.8,1.7233,2.1329,176.49,0.64,1.27,126.72,124.45,132.94,True,no,0.0893835611346854,0.544241057305394,0.634538385655428,-0.454857496170709
4097,Aragonite,1.2393,1.2562,4,430.41,390.88,1.6801,1.7889,83.953,0.59,0.94,66.97,87.08,107.69,True,no,0.214546704088692,0.51885331545322,0.737634664603298,-0.304306611364528
4098,Aragonite,1.9683,1.5831,3,49.44,391.11,2.3994,2.2973,32.766,1.05,2.4,8.65,167.27,19.2,True,no,0.677170226036804,0.875218706098691,0.82033008252063,-0.198048480061886
4099,Aragonite,1.7496,1.4925,4,80.13,391.21,1.5747,1.1131,165.64,0.79,1.61,1.01,44.92,28.5,True,no,0.559387190380421,0.454064777944227,1.11106877500476,0.105322412436194
4100,Aragonite,2.0412,1.6121,5,85.75,391.86,1.7026,1.1154,56.907,0.89,1.49,59.55,151.01,41.24,True,no,0.713537870207679,0.53215649446782,1.19887231293316,0.18138137573986
4101,Aragonite,2.3328,1.7234,6,100.97,392.5,2.0891,1.4693,169.59,1.4,3.51,22.27,49.1,134.2,True,no,0.847069262832202,0.736733351222867,1.11665310420755,0.110335911609335
4102,Aragonite,1.3122,1.2926,5,126.72,390.72,1.5012,1.3488,177.82,0.62,1.01,75.42,41.62,102.89,True,no,0.27170511792864,0.406264788278729,0.87410071942446,-0.134559670350089
4103,Aragonite,0.8748,1.0554,2,282,391.17,1.5771,2.2331,87.585,0.56,0.65,112.1,54.44,115.78,True,no,-0.133759990179524,0.455587717511375,0.554688986113753,-0.589347707690899
4104,Aragonite,0.729,0.96343,3,309.1,390.6,1.2847,1.7781,80.692,0.86,1.65,100.16,50.02,115.74,True,no,-0.316081546973479,0.250525228055427,0.567447653148595,-0.566606775028906
4105,Aragonite,0.9477,1.0985,3,326.92,391.31,1.3809,1.5804,100.64,0.5,0.7,56.32,84.48,98.71,True,no,-0.0537172825059879,0.322735460509168,0.686291548989789,-0.376452743015156
4106,Aragonite,1.458,1.3625,2,454.35,391.85,1.7378,1.6269,97.102,0.59,1.21,97.8,18.97,32.33,True,no,0.377065633586466,0.552619945422969,0.838991828748993,-0.175554311836502
4107,Aragonite,1.1664,1.2186,3,458.19,390.69,1.3969,1.314,175.16,0.81,1.66,6.27,77.12,63.02,True,no,0.153922082272257,0.334255495751368,0.834991767485146,-0.180333413479111
4108,Aragonite,3.9366,2.2388,6,113.48,393,2.6473,1.3982,141.7,0.71,1.09,161.98,49.97,55.09,True,no,1.37031740659675,0.97354025267485,1.48702451554414,0.3967771539219
4109,Aragonite,1.8954,1.5535,6,121.73,393.46,2.0615,1.7609,80.095,0.59,1.19,86.74,163.76,37.7,True,no,0.639429898053957,0.723433873164818,0.919427601261217,-0.0840039751108603
4110,Aragonite,0.729,0.96343,5,131.1,391.2,1.1081,1.3229,116.57,0.64,1.16,129.84,52.12,54.98,True,no,-0.316081546973479,0.102646836960143,0.657882862557531,-0.418728383933622
4111,Aragonite,3.2076,2.0209,7,136.25,393.98,2.5001,1.5305,123.69,0.67,2.31,130.86,50.74,57.22,True,no,1.16552299395074,0.916330731074177,1.28298868045278,0.24919226287656
4112,Aragonite,1.458,1.3625,4,186.8,393.25,2.0384,2.2382,88.11,0.52,1.03,26.38,146.63,73.74,True,no,0.377065633586466,0.712165186395707,0.715266875981162,-0.335099552809241
4113,Aragonite,1.458,1.3625,3,262.85,392.8,2.2106,2.6325,140.78,0.86,1.36,142.66,100.44,179.87,True,no,0.377065633586466,0.793263971894718,0.659549443589976,-0.416198338308252
4114,Aragonite,1.458,1.3625,3,310.3,392.7,1.9236,1.9933,46.015,0.64,1.27,3.74,125.55,122.32,True,no,0.377065633586466,0.65419843042137,0.757953836556457,-0.277132796834904
4115,Aragonite,2.7702,1.8781,5,321.5,393.18,2.6875,2.0477,35.765,1.07,2.04,49.26,52.1,139.44,True,no,1.01891951975886,0.988611393453781,1.03077209302326,0.03030812630508
4116,Aragonite,1.0935,1.18,4,414.8,391.8,1.4264,1.4613,87.55,0.64,0.79,109.9,124.79,47.52,True,no,0.0893835611346854,0.355153787566793,0.766615255187886,-0.265770226432108
4117,Aragonite,1.1664,1.2186,4,107.5,393.19,1.4423,1.4007,110.39,0.98,1.51,73.51,48.48,121.28,True,no,0.153922082272257,0.366239061607327,0.808708313111003,-0.212316979335071
4118,Aragonite,0.9477,1.0985,3,147.38,392.62,1.1901,1.1737,45,0.4,0.9,152.31,95.9,102.9,True,no,-0.0537172825059879,0.174037337206257,0.796319637005294,-0.227754619712245
4119,Aragonite,0.729,0.96343,3,190,392.8,1.0835,1.2649,90,0.77,1.18,149.62,98.73,90.8,True,no,-0.316081546973479,0.0801965419942766,0.672819566220581,-0.396278088967756
4120,Aragonite,11.3,3.793,10,226.55,398.32,4.8983,1.6677,152.85,1.54,3.13,151.63,52.51,0.98,True,no,2.42480272571829,1.58888820614389,2.30692280995447,0.835914519574405
4121,Aragonite,0.8019,1.0105,4,224.91,391.82,1.3856,1.8802,166.72,0.55,0.7,159.04,168.27,5.4,True,no,-0.220771367169154,0.326133258826034,0.578738452655889,-0.546904625995188
4122,Aragonite,1.6767,1.4611,5,249.74,393.35,1.6097,1.2138,123.62,0.58,1.33,1.74,99.28,78.5,True,no,0.516827575961625,0.476047826230047,1.04162266260794,0.0407797497315785
4123,Aragonite,5.103,2.549,3,299,395.6,3.4073,1.7868,156.46,1.08,3.01,96.67,63.84,125.19,True,no,1.62982860208183,1.22592018880876,1.49766677427875,0.403908413273074
4124,Aragonite,0.9477,1.0985,3,383.23,393.23,1.3284,1.4624,109.79,0.84,1.32,21.97,150.38,80.21,True,no,-0.0537172825059879,0.283975210520454,0.713414634146341,-0.337692493026442
4125,Aragonite,1.3851,1.328,3,439.37,393.32,1.6084,1.4669,135.38,0.61,1.28,37.74,121.99,47.99,True,no,0.325772339198916,0.475239896040982,0.861166376523253,-0.149467556842066
4126,Aragonite,1.8225,1.5233,6,463,393,1.5233,1,90,0.31,0.47,42.47,110.97,121.97,True,no,0.600209184900676,0.420879034160518,1.19641567649183,0.179330150740158
4127,Aragonite,1.1664,1.2186,2,467.56,392.38,1.3626,1.2502,23.745,0.54,1.31,98.43,99.44,148.17,True,no,0.153922082272257,0.309394639357431,0.856010568031704,-0.155472557085174
4128,Aragonite,0.9477,1.0985,2,43.08,394.62,1.657,2.2753,99.977,0.47,1.09,4.96,166.35,16.11,True,no,-0.0537172825059879,0.505008738444426,0.571937235968618,-0.558726020950414
4129,Aragonite,1.458,1.3625,2,51.4,394.05,1.4176,1.0825,25.634,0.7,1.56,166.48,129.07,175.16,True,no,0.377065633586466,0.348965300868679,1.02849887133183,0.0281003327177869
4130,Aragonite,0.8748,1.0554,2,160.17,393.08,1.3551,1.6485,170.58,0.26,0.6,92.75,118.09,176.91,True,no,-0.133759990179524,0.303875252346531,0.645561213194598,-0.437635242526055
4131,Aragonite,2.9889,1.9508,4,174.02,396.27,2.3807,1.4894,104.11,0.58,1.29,84.52,55.04,67.92,True,no,1.09490542673678,0.867394562086326,1.25547107993447,0.227510864650457
4132,Aragonite,1.458,1.3625,3,199,393.4,1.734,1.6197,163.25,1,1.12,110.75,77.81,37.24,True,no,0.377065633586466,0.55043087835835,0.84083044982699,-0.173365244771884
4133,Aragonite,1.3851,1.328,3,375.63,393.32,1.8694,1.9817,3.4342,0.76,1.2,2.59,146.66,63.04,True,no,0.325772339198916,0.625617523766346,0.740932919653365,-0.29984518456743
4134,Aragonite,3.8637,2.218,5,403.26,394.26,3.5874,2.616,174.37,1.02,2.79,174.78,120.45,164.13,True,no,1.3516252735846,1.27742770613278,1.07701956848971,0.0741975674518205
4135,Aragonite,1.8954,1.5535,4,444.58,394.31,1.8906,1.4812,179.51,1.39,2.3,133.8,115.21,10.17,True,no,0.639429898053957,0.636894239009147,1.00253887654713,0.00253565904481061
4136,Aragonite,2.0412,1.6121,3,71.79,395.36,1.7508,1.1794,25.558,0.91,1.74,176.81,133.88,146.16,True,no,0.713537870207679,0.560072826334603,1.16586703221385,0.153465043873076
4137,Aragonite,0.729,0.96343,3,118.2,394.5,1.1274,1.3693,90,0.26,1.28,87.7,43.55,110.01,True,no,-0.316081546973479,0.119914096665338,0.646620542841937,-0.435995643638816
4138,Aragonite,0.8019,1.0105,4,126.09,393.82,1.2999,1.6551,179.22,0.71,1.42,143.62,32.71,33.77,True,no,-0.220771367169154,0.262287338431836,0.616893607200554,-0.48305870560099
4139,Aragonite,1.3122,1.2926,6,131.22,395.22,1.8018,1.9431,121.19,1.06,1.61,140.03,40.51,116.27,True,no,0.27170511792864,0.588786165235203,0.728271728271728,-0.317081047306562
4140,Aragonite,1.6038,1.429,3,141.5,395.73,1.7424,1.4867,90,0.6,1.26,145.03,51.14,116.45,True,no,0.472375813390791,0.555263473196559,0.920454545454545,-0.0828876598057677
4141,Aragonite,0.8748,1.0554,1,153.92,394.92,1.5031,2.0284,45,0.54,0.97,124.71,66.01,33.9,True,no,-0.133759990179524,0.407529642157043,0.581997205774732,-0.541289632336568
4142,Aragonite,0.8019,1.0105,3,195.36,394.55,1.0851,1.1531,108.43,0.39,0.79,178.46,86.02,96.04,True,no,-0.220771367169154,0.0816721486440249,0.739010229471938,-0.302443515813179
4143,Aragonite,2.187,1.6687,5,242.6,396.4,2.234,1.7924,37.405,0.77,1.93,153.64,62.74,1.63,True,no,0.782530741694631,0.803793700647009,0.978961504028648,-0.0212629589523782
4144,Aragonite,1.3851,1.328,6,327.32,395.42,1.6621,1.5665,51.33,0.61,1.17,60.39,92.06,96.86,True,no,0.325772339198916,0.508081863094927,0.833343360808616,-0.182309523896012
4145,Aragonite,3.4992,2.1108,4,333.29,397.19,2.3389,1.2278,99.767,0.98,1.96,139.07,120.61,92.52,True,no,1.25253437094037,0.849680733374711,1.49608790457052,0.402853637565655
4146,Aragonite,1.1664,1.2186,2,388.75,394.88,1.3264,1.1846,168.76,0.44,1.06,22.27,148.82,82.47,True,no,0.153922082272257,0.282468505398894,0.879372738238842,-0.128546423126637
4147,Aragonite,0.8748,1.0554,3,427.92,395.42,1.3684,1.6811,96.642,0.6,0.94,55.53,122.4,96.4,True,no,-0.133759990179524,0.313642174121313,0.639286758257819,-0.447402164300837
4148,Aragonite,1.458,1.3625,3,431.8,395.7,1.8288,1.8017,61.144,0.4,0.9,79.07,23.49,17.5,True,no,0.377065633586466,0.603660014058409,0.797244094488189,-0.226594380471943
4149,Aragonite,1.3851,1.328,2,449.63,396.37,1.7921,1.8211,90.873,0.57,1.43,155.28,163.92,38.41,True,no,0.325772339198916,0.583388116567206,0.772892137715529,-0.25761577736829
4150,Aragonite,0.8019,1.0105,2,45.73,395.91,1.5447,2.3371,124.46,0.53,1.34,165.94,130.25,174.96,True,no,-0.220771367169154,0.434829716738068,0.519129928141387,-0.655601083907222
4151,Aragonite,2.6973,1.8532,3,86.16,398.05,2.2558,1.4817,33.636,0.87,1.69,38.81,55.66,21.52,True,no,0.9922512726767,0.813504677223679,1.19571770547034,0.178746595453021
4152,Aragonite,1.3851,1.328,2,147.84,396.37,1.7389,1.7145,32.331,0.44,1.58,157.5,116.33,17.33,True,no,0.325772339198916,0.553252729405886,0.796538041290471,-0.22748039020697
4153,Aragonite,19.246,4.9502,14,147.6,401.91,9.6923,3.8337,14.385,2.12,5.53,55.52,31,0.65,True,no,2.95730324693421,2.27133175583883,1.98569998865078,0.685971491095376
4154,Aragonite,0.729,0.96343,3,168.5,395.5,1.5078,2.4495,135,0.87,1.34,129.01,85.77,50.02,True,no,-0.316081546973479,0.410651634795464,0.483485873458018,-0.726733181768943
4155,Aragonite,1.7496,1.4925,4,214.96,396,1.7669,1.4014,47.556,0.76,1.45,129.44,117.02,73.3,True,no,0.559387190380421,0.569226598640467,0.990208840341842,-0.00983940826004621
4156,Aragonite,2.187,1.6687,5,250.63,398.27,2.4273,2.1158,38.343,0.66,2.46,67.2,109.6,8.09,True,no,0.782530741694631,0.886779528499766,0.901001112347052,-0.104248786805136
4157,Aragonite,0.8748,1.0554,3,272.33,395.92,1.6918,2.5696,54.736,0.71,1.54,159.55,93.09,94.43,True,no,-0.133759990179524,0.525793050887777,0.517082397446507,-0.659553041067301
4158,Aragonite,3.3534,2.0663,5,276.54,397.54,2.2001,1.1336,57.954,0.82,1.35,164.69,74.45,72.12,True,no,1.20997475652157,0.788502813876698,1.52420344529794,0.421471942644872
4159,Aragonite,0.729,0.96343,2,344.2,395,1.0835,1.2649,90,0.2,0.53,67.99,82.11,94.03,True,no,-0.316081546973479,0.0801965419942766,0.672819566220581,-0.396278088967756
4160,Aragonite,3.1347,1.9978,4,380.72,398,2.4037,1.4477,118.98,0.83,1.99,98.45,125.98,142.12,True,no,1.14253347572604,0.877009216872479,1.304114490161,0.265524258853559
4161,Aragonite,2.4057,1.7502,8,419.27,398.18,2.6737,2.3339,118.42,0.7,1.18,106.76,73.21,168.94,True,no,0.877840921498956,0.983463280912369,0.899764371470247,-0.105622359413414
4162,Aragonite,1.0935,1.18,3,423.07,395.93,1.4175,1.4431,90.273,0.5,0.73,95.47,86.01,8.29,True,no,0.0893835611346854,0.34889475661977,0.771428571428571,-0.259511195485085
4163,Aragonite,1.3122,1.2926,3,458.33,396.78,1.5286,1.3985,80.422,0.52,1.07,148.78,124.05,150.9,True,no,0.27170511792864,0.424352283826647,0.858432552662567,-0.152647165898006
4164,Aragonite,2.4786,1.7765,4,76.94,398.03,2.0037,1.2722,158.69,0.84,1.38,169.35,29.25,144.73,True,no,0.907693884648637,0.694995471417563,1.23701152867196,0.212698413231074
4165,Aragonite,1.8225,1.5233,5,98.56,398.2,1.9256,1.5979,125.58,0.7,1,179.48,32.69,24.73,True,no,0.600209184900676,0.655237607486725,0.946458246780224,-0.0550284225860489
4166,Aragonite,2.2599,1.6963,7,105.68,397.29,2.3551,1.9277,173.39,0.44,1.05,103.19,96.91,91.89,True,no,0.815320564517622,0.856583189411871,0.95957708802174,-0.041262624894249
4167,Aragonite,1.0206,1.1399,3,183.93,396.86,1.5003,1.7322,82.839,0.65,1.24,163.14,71.47,60,True,no,0.020390689647734,0.405665088110831,0.680263947210558,-0.385274398463097
4168,Aragonite,4.0095,2.2594,9,189.25,398.4,3.1848,1.9868,26.083,0.55,1.38,149.25,38.17,47.12,True,no,1.38866654526495,1.15838949270397,1.25894875659382,0.230277052560976
4169,Aragonite,1.0935,1.18,3,247.93,396.73,1.4322,1.4733,152.45,0.74,2.16,95.95,155.18,151.3,True,no,0.0893835611346854,0.359211723590702,0.763510682865522,-0.269828162456017
4170,Aragonite,0.729,0.96343,3,285.5,397,1.6203,2.8284,90,0.67,1.4,154.63,100.27,88.27,True,no,-0.316081546973479,0.482611317284818,0.449916682095908,-0.798692864258297
4171,Aragonite,2.4057,1.7502,4,314.61,398.45,1.9153,1.1977,164.52,1.2,2.22,2.6,89.65,89.33,True,no,0.877840921498956,0.649874268326478,1.25604343967003,0.227966653172477
4172,Aragonite,1.5309,1.3961,4,322.71,396.95,1.6333,1.3686,27.162,0.77,1.38,119.03,61.54,86.72,True,no,0.425855797755898,0.490602508076956,0.937304842955979,-0.0647467103210581
4173,Aragonite,0.729,0.96343,2,337.5,397,1.6203,2.8284,90,0.83,2.35,169.49,99.58,74.44,True,no,-0.316081546973479,0.482611317284818,0.449916682095908,-0.798692864258297
4174,Aragonite,0.9477,1.0985,4,370.62,396.62,1.1901,1.1737,135,0.4,0.56,175.86,25.69,115.09,True,no,-0.0537172825059879,0.174037337206257,0.796319637005294,-0.227754619712245
4175,Aragonite,3.0618,1.9744,7,388.05,399.29,2.7642,1.96,125.06,0.89,3.4,133.91,72.36,147.99,True,no,1.11900297831584,1.01675126218779,1.10766225309312,0.102251716128054
4176,Aragonite,2.916,1.9269,4,412.98,399.8,2.2952,1.4188,114.45,0.55,2.03,89.27,76.17,14.1,True,no,1.07021281414641,0.830819985685018,1.27047751829906,0.239392828461394
4177,Aragonite,0.8019,1.0105,3,414.18,396.91,1.3856,1.8802,76.717,0.75,1.07,93.32,135.7,165.27,True,no,-0.220771367169154,0.326133258826034,0.578738452655889,-0.546904625995188
4178,Aragonite,3.9366,2.2388,3,452,399.98,3.2061,2.0509,45.063,0.59,1.39,110.49,151.21,92.32,True,no,1.37031740659675,1.16505524521682,1.22784691681482,0.205262161379926
4179,Aragonite,0.9477,1.0985,0,8.31,397.54,1.2248,1.2432,11.31,0.9,2.17,91.37,83.29,56.68,True,no,-0.0537172825059879,0.202777565361337,0.773758981058132,-0.256494847867325
4180,Aragonite,1.3851,1.328,4,111.89,398.11,1.8092,1.856,133.58,0.84,1.45,39.6,94.28,85.12,True,no,0.325772339198916,0.592884758621551,0.765586999778908,-0.267112419422635
4181,Aragonite,1.9683,1.5831,5,124.74,398.89,2.171,1.8806,71.581,0.6,1.2,151.26,37.89,107.56,True,no,0.677170226036804,0.775187890896155,0.906632888070014,-0.0980176648593503
4182,Aragonite,1.0206,1.1399,4,167.07,398.5,1.3698,1.444,60.427,0.57,1.18,132.6,111.8,102.31,True,no,0.020390689647734,0.314664743781668,0.745072273324573,-0.294274054133934
4183,Aragonite,1.8954,1.5535,6,180.38,398.96,1.834,1.3937,84.443,1.13,1.82,102.23,139.02,51.62,True,no,0.639429898053957,0.606499373834273,1.03347873500545,0.0329305242196842
4184,Aragonite,3.645,2.1543,6,198.92,399.76,2.5603,1.4125,108.95,0.78,1.83,177.6,83.65,100.66,True,no,1.29335636546062,0.940124439125552,1.42366128969261,0.353231926335069
4185,Aragonite,0.729,0.96343,3,218.3,397.4,0.97814,1.0308,63.435,0.63,1.12,30.49,124.94,43.92,True,no,-0.316081546973479,-0.0221024699079472,0.745292084977611,-0.293979077065532
4186,Aragonite,2.0412,1.6121,6,288.07,398.86,2.033,1.5903,68.19,0.94,1.74,39.32,83.76,81.07,True,no,0.713537870207679,0.70951253464621,1.00403344810625,0.00402533556146978
4187,Aragonite,2.3328,1.7234,5,308.13,398.5,1.7852,1.073,90,0.47,1.39,43.71,147.52,97.66,True,no,0.847069262832202,0.579530453772978,1.3067443423706,0.267538809059224
4188,Aragonite,0.8748,1.0554,3,364.33,397.42,1.3174,1.5581,86.894,0.64,1.07,114.09,88.52,159.32,True,no,-0.133759990179524,0.275660097224455,0.664035220889631,-0.40942008740398
4189,Aragonite,1.2393,1.2562,4,368,398.76,1.6975,1.8261,99.495,1.48,2.86,86.11,134.45,145.84,True,no,0.214546704088692,0.529156580450714,0.730073637702504,-0.314609876362023
4190,Aragonite,0.729,0.96343,4,373.5,397.7,1.151,1.4274,75.911,0.31,1.13,119.22,77.08,157.67,True,no,-0.316081546973479,0.140631129739746,0.633362293657689,-0.456712676713225
4191,Aragonite,2.187,1.6687,5,398.47,400.83,2.2683,1.8477,105.54,0.91,1.81,147.72,95.46,103.83,True,no,0.782530741694631,0.819030652250197,0.964158180134903,-0.0364999105555661
4192,Aragonite,0.729,0.96343,2,436,397.5,1.2312,1.633,116.57,0.63,1.14,63.14,99.12,175.97,True,no,-0.316081546973479,0.207989303542532,0.592105263157895,-0.524070850516011
4193,Aragonite,0.8748,1.0554,3,461,398.33,1.2062,1.3063,98.35,0.58,1.04,120.48,108.59,88.29,True,no,-0.133759990179524,0.187474922034749,0.725252860222185,-0.321234912214274
4194,Aragonite,0.729,0.96343,2,463.5,396.8,1.1274,1.3693,180,0.18,0.89,138.73,47.71,135.49,True,no,-0.316081546973479,0.119914096665338,0.646620542841937,-0.435995643638816
4195,Aragonite,0.9477,1.0985,4,120.62,398.46,1.4308,1.6966,134.73,0.41,1.4,68.99,69.2,117.53,True,no,-0.0537172825059879,0.358233728402726,0.662356723511322,-0.411951010908714
4196,Aragonite,1.0935,1.18,4,134.93,398.6,1.3552,1.3191,170.54,0.75,1.36,171.49,89.75,128.5,True,no,0.0893835611346854,0.303949044915653,0.806891971664699,-0.214565483780967
4197,Aragonite,1.3122,1.2926,4,237.06,398.94,1.3416,1.0772,179.2,0.61,1.46,155.12,126.4,1.62,True,no,0.27170511792864,0.293862931526862,0.978085867620751,-0.0221578135982218
4198,Aragonite,1.1664,1.2186,4,282.5,399.38,1.6511,1.8357,101.69,0.56,1.22,98.51,39.36,153.23,True,no,0.153922082272257,0.50144173245565,0.706438132154321,-0.347519650183393
4199,Aragonite,1.0206,1.1399,5,395.57,400.5,2.5324,4.935,90,0.67,1.17,30.07,100.41,78.67,True,no,0.020390689647734,0.929167469687834,0.403016900963513,-0.9087767800401
4200,Aragonite,0.729,0.96343,1,439.1,398.8,1.1081,1.3229,63.435,0.63,1.99,69.74,156.22,141.8,True,no,-0.316081546973479,0.102646836960143,0.657882862557531,-0.418728383933622
4201,Aragonite,0.9477,1.0985,2,444.15,398.46,1.1836,1.1611,76.224,0.39,0.92,7.44,128.87,101.28,True,no,-0.0537172825059879,0.168560641543918,0.80069280162217,-0.222277924049905
4202,Aragonite,4.0095,2.2594,3,59.33,401.53,2.9881,1.749,178.72,1.25,2.01,85.53,178.41,100.7,True,no,1.38866654526495,1.0946377339127,1.34182256283257,0.294028811352248
4203,Aragonite,0.729,0.96343,3,81.2,399.7,1.2327,1.637,71.778,0.43,1.14,139.71,88.89,163.57,True,no,-0.316081546973479,0.209206885575337,0.591384765149672,-0.525288432548816
4204,Aragonite,1.0206,1.1399,4,97.21,400.93,2.0418,3.2082,134.68,0.57,0.59,41.57,62.77,154.6,True,no,0.020390689647734,0.713831771752778,0.499853070819865,-0.693441082105044
4205,Aragonite,1.1664,1.2186,4,116.5,399.5,1.2186,1,90,0.41,1.01,46.16,170.19,169.48,True,no,0.153922082272257,0.197702658832257,0.957163958641064,-0.0437805765600002
4206,Aragonite,2.7702,1.8781,6,129.53,401.63,2.1052,1.2565,55.232,0.65,1.04,137.99,41.89,118.21,True,no,1.01891951975886,0.744410474497487,1.3158844765343,0.274509045261374
4207,Aragonite,1.2393,1.2562,4,170.71,400.53,1.5725,1.5671,128.77,0.59,1.49,73.91,129.36,134.1,True,no,0.214546704088692,0.452666709592459,0.788108108108108,-0.238120005503767
4208,Aragonite,6.8526,2.9538,8,241.67,403.11,4.3436,2.1624,10.063,0.71,2.57,59.11,46.19,9.41,True,no,1.92462814230248,1.46870349736061,1.57763145777696,0.455924644941871
4209,Aragonite,1.458,1.3625,4,255.45,400.3,1.8,1.7453,110.2,0.79,1.38,115.2,122.38,55.38,True,no,0.377065633586466,0.587786664902119,0.81,-0.210721031315653
4210,Aragonite,0.9477,1.0985,3,292.31,399.85,1.3487,1.5074,22.006,0.59,1.04,60.06,91.91,83.17,True,no,-0.0537172825059879,0.299141165540675,0.70267665159042,-0.352858448046663
4211,Aragonite,0.8019,1.0105,2,347.18,399.73,1.4837,2.156,131.2,0.94,1.11,78.78,97.72,76.92,True,no,-0.220771367169154,0.394538967974611,0.540473141470648,-0.615310335143765
4212,Aragonite,0.9477,1.0985,4,352.23,400.46,1.2846,1.3676,87.536,0.58,1.36,89.62,136.17,145.08,True,no,-0.0537172825059879,0.250447385841555,0.737739374124241,-0.304164668347543
4213,Aragonite,0.8019,1.0105,4,392.91,399.36,1.2028,1.4169,74.929,0.85,1.94,23.62,148.93,83.69,True,no,-0.220771367169154,0.184652172132237,0.666694379780512,-0.405423539301391
4214,Aragonite,1.1664,1.2186,2,403,400.81,1.7063,1.9605,90,0.8,1.35,161.04,122.55,39.17,True,no,0.153922082272257,0.534327283551082,0.683584363828166,-0.380405201278825
4215,Aragonite,2.3328,1.7234,4,406.72,401.44,2.1897,1.6143,84.398,0.89,1.6,71.2,34.25,70.08,True,no,0.847069262832202,0.783764548143559,1.06535141800247,0.0633047146886427
4216,Aragonite,4.7385,2.4563,4,40.11,402.37,3.4697,1.9954,0.70406,0.86,1.89,162.42,62.41,178.05,True,no,1.55572062992811,1.24406813488988,1.36568002997377,0.311652495038234
4217,Aragonite,3.0618,1.9744,6,104.02,402.6,2.4679,1.5623,98.925,0.75,1.32,166.71,91.86,97.11,True,no,1.11900297831584,0.903367586583666,1.24064994529762,0.215635391732178
4218,Aragonite,2.1141,1.6407,6,216.76,400.72,1.9777,1.4531,0.92713,0.61,0.93,120.91,142.32,113.36,True,no,0.748629190018949,0.681934553345842,1.06896900439905,0.0666946366731072
4219,Aragonite,0.9477,1.0985,4,319.46,401,1.3537,1.5187,27.065,0.53,1.49,17.59,95.12,149.72,True,no,-0.0537172825059879,0.302841584209603,0.700081258772254,-0.356558866715591
4220,Aragonite,2.8431,1.9026,8,325.64,401.13,2.5715,1.8267,2.8812,1.67,3.22,55.63,89.62,89.42,True,no,1.04489500616212,0.944489386232834,1.1056192883531,0.100405619929288
4221,Aragonite,4.9572,2.5123,6,344.41,405.12,2.8906,1.3238,89.458,1.11,2.7,17.2,80.68,75.58,True,no,1.60084106520858,1.0614640930326,1.71493807514011,0.539376972175978
4222,Aragonite,1.0206,1.1399,4,371.71,401.07,1.4015,1.5115,126.03,0.6,1.86,54.76,111.41,78.73,True,no,0.020390689647734,0.337543091622706,0.728219764537995,-0.317152401974972
4223,Aragonite,0.729,0.96343,3,423.3,400.2,1.2327,1.637,161.78,0.56,0.76,173.38,126.39,42.43,True,no,-0.316081546973479,0.209206885575337,0.591384765149672,-0.525288432548816
4224,Aragonite,1.0206,1.1399,1,68.5,401.5,1.3237,1.3484,135,0.22,1.27,73.86,178.23,87.46,True,no,0.020390689647734,0.280430845737588,0.771020624008461,-0.260040156089854
4225,Aragonite,4.7385,2.4563,6,72.08,404.63,3.6507,2.2091,48.843,0.78,1.7,22.94,120.52,159.73,True,no,1.55572062992811,1.29491893002873,1.29797025228038,0.260801699899386
4226,Aragonite,2.187,1.6687,6,112.3,402.67,2.142,1.6477,134.87,0.65,1.06,166.73,91.82,96.23,True,no,0.782530741694631,0.761739972025557,1.02100840336134,0.0207907696690737
4227,Aragonite,1.3122,1.2926,3,193.44,402.61,1.8666,2.0855,57.635,0.63,1.44,148.55,68.48,145.18,True,no,0.27170511792864,0.624118594149509,0.702989392478303,-0.352413476220869
4228,Aragonite,2.2599,1.6963,4,385.55,403.35,1.8859,1.2361,110.4,0.52,1.37,23.01,149.98,81.29,True,no,0.815320564517622,0.634405160536182,1.19831380242855,0.180915403981439
4229,Aragonite,1.1664,1.2186,4,393.19,403,1.6816,1.904,59.533,0.63,1.3,159.42,138.68,112.28,True,no,0.153922082272257,0.51974572114055,0.693625118934348,-0.365823638868293
4230,Aragonite,1.1664,1.2186,2,427,401.63,1.3796,1.2816,26.001,0.66,1.48,56.32,26.38,39.54,True,no,0.153922082272257,0.321793602080549,0.845462452884894,-0.167871519808292
4231,Aragonite,16.84,4.6305,8,81.42,412.14,6.0795,1.7238,58.814,1.91,4.22,75.6,120.77,1.79,True,no,2.82375700881418,1.80492245575434,2.76996463524961,1.01883455305984
4232,Aragonite,2.4786,1.7765,5,108.79,405.21,2.4644,1.9244,110.21,0.78,1.59,50.49,95.08,84.64,True,no,0.907693884648637,0.901948370158279,1.005762051615,0.00574551449035831
4233,Aragonite,6.0507,2.7756,7,163.34,405.65,4.0872,2.1684,34.277,0.66,1.98,16.97,121.43,140.29,True,no,1.80017396782907,1.40786013903445,1.48040223135643,0.392313828794622
